Driver,Round,Avg_Speed,Max_Speed,Avg_Throttle,Brake_Pct,Avg_RPM,Brake_Zones,Brake_Time_Pct,Mean_Entry_Speed,Mean_Apex_Speed,Mean_Exit_Speed,Mean_Brake_Duration,Std_Brake_Duration,Mean_Peak_Decel,Max_Peak_Decel,Sector1_Ratio,Sector2_Ratio,Sector3_Ratio,Speed_Pct_10,Speed_Pct_20,Speed_Pct_30,Speed_Pct_40,Speed_Pct_50,Speed_Pct_60,Speed_Pct_70,Speed_Pct_80,Speed_Pct_90,Brake_First_Third,Brake_Mid_Third,Brake_Last_Third
BEA,7,233.0,328.0,77.81914893617021,17.73049645390071,10851.77304964539,8.0,21.812632696390658,271.625,150.5,150.5,2.05475,0.5128963711121413,-14.241071428571423,-15.0,1.0280485209619068,1.0200023303685866,1.0209676135911514,323.0,225.20689655172413,250.6818181818182,192.69444444444446,254.7037037037037,226.76666666666668,182.41666666666666,270.59090909090907,189.52941176470588,10.126582278481013,22.330097087378643,19.19191919191919
BOR,7,232.13571428571427,326.0,77.77857142857142,16.785714285714285,10769.464285714286,8.0,19.79910508045038,257.375,149.125,149.125,1.8750000000000013,0.685707845951903,-14.489087301587297,-15.0,1.029240263885933,1.0249349438769566,1.0220816423967534,320.14285714285717,228.06896551724137,253.5185185185185,175.46666666666667,263.4,222.89655172413794,190.59459459459458,261.08,187.6,14.117647058823529,19.101123595505616,17.307692307692307
COL,7,229.1118881118881,329.0,74.88111888111888,17.482517482517483,10580.37062937063,8.0,21.001315789473672,268.125,147.25,147.25,1.995124999999999,0.648958095238051,-14.866553465691382,-15.0,,,,321.7894736842105,226.53125,250.75,180.1081081081081,256.15384615384613,214.80769230769232,193.97222222222223,266.5652173913044,184.5,14.285714285714285,16.161616161616163,21.568627450980394
GAS,7,233.86832740213524,330.0,76.34519572953737,17.437722419928825,10730.195729537367,8.0,21.45899893503726,270.5,150.375,150.375,2.014999999999999,0.6448455241373716,-14.150883838383843,-15.0,1.3569695679931901,1.328310094379928,,324.90909090909093,230.33333333333334,247.33333333333334,185.75757575757575,256.6,212.11111111111111,191.54285714285714,258.625,201.7058823529412,16.666666666666664,22.340425531914892,13.861386138613863
HAD,7,235.4270462633452,328.0,78.19928825622776,16.370106761565836,10655.334519572954,8.0,20.14846235418873,264.0,152.75,152.75,1.8999999999999972,0.7758865896508345,-14.340277777777846,-15.0,1.2693339008299638,1.475511710102148,,321.45454545454544,233.19230769230768,250.6086956521739,193.63333333333333,258.0357142857143,218.58620689655172,200.0857142857143,266.4,188.55263157894737,14.473684210526317,18.556701030927837,15.887850467289718
HAM,7,230.18021201413427,329.0,75.92579505300354,20.848056537102476,10690.604240282686,8.0,21.88498402555909,268.0,148.5,148.5,2.0549999999999984,0.6096025344435508,-14.210069444444464,-15.0,1.6334964886145986,1.3308346603487786,,325.94117647058823,227.89285714285714,241.03703703703704,188.56756756756758,255.41666666666666,220.35714285714286,198.82857142857142,251.12,193.6315789473684,18.421052631578945,23.52941176470588,20.192307692307693
HUL,7,231.26408450704224,327.0,76.51760563380282,16.19718309859155,10753.644366197183,9.0,19.413721905864094,250.33333333333334,144.55555555555554,144.55555555555554,1.640222222222222,0.604972318517832,-13.37062757201642,-15.0,1.0294105128750797,1.032702839165728,1.0242301265218428,321.5,227.86666666666667,243.43333333333334,179.7058823529412,255.5,216.71875,192.66666666666666,259.2692307692308,185.93103448275863,14.772727272727273,16.49484536082474,17.525773195876287
LAW,7,229.29496402877697,328.0,73.70143884892086,21.942446043165468,10553.56474820144,8.0,20.893695969683808,264.5,147.25,147.25,1.9848749999999993,0.639852802896886,-14.644097222222118,-15.0,1.0341349223238987,1.0241581543480793,1.0230365242301265,320.8888888888889,230.03703703703704,243.58620689655172,188.9142857142857,254.52,219.32258064516128,176.45454545454547,266.60869565217394,189.7941176470588,21.25,20.588235294117645,24.210526315789473
LEC,7,233.33214285714286,328.0,78.41071428571429,18.21428571428571,10683.914285714285,8.0,19.757036643653755,268.875,151.375,151.375,1.860125000000001,0.5803405115748855,-13.869047619047615,-15.0,1.6110661842945306,,,322.4347826086956,225.16666666666666,238.92592592592592,192.27272727272728,257.48148148148147,213.66666666666666,195.84375,246.33333333333334,199.14285714285714,14.634146341463413,18.947368421052634,20.588235294117645
NOR,7,233.8659420289855,325.0,75.07608695652173,14.130434782608695,10706.869565217392,8.0,20.825281803542673,263.5,155.375,155.375,1.9398749999999998,0.6391131428589135,-13.993055555555522,-15.0,1.2495424558416683,1.2047617198120169,,319.1,231.92592592592592,251.0,187.91666666666666,261.962962962963,235.82758620689654,198.25806451612902,243.41379310344828,188.59375,13.157894736842104,16.0,13.131313131313133
OCO,7,227.16549295774647,326.0,76.19718309859155,20.422535211267608,10605.971830985916,9.0,22.518372703412084,259.0,150.11111111111111,150.77777777777777,1.9065555555555567,0.7673080087206922,-12.283950617283942,-15.0,1.0360076612045117,1.030799704819979,1.0237924723482135,319.5,225.34375,233.17391304347825,181.78378378378378,256.0416666666667,218.60714285714286,187.75,267.84,173.66666666666666,18.072289156626507,24.742268041237114,18.446601941747574
PIA,7,233.37269372693726,323.0,76.30627306273063,12.915129151291513,10632.328413284133,8.0,18.080140313005927,256.75,157.875,157.875,1.6751249999999993,0.624192966457487,-14.117063492063487,-15.0,1.0077463290061714,1.0,1.0044561152224079,318.76190476190476,237.8846153846154,249.5,187.97058823529412,267.5263157894737,220.71875,188.9,261.7,191.56756756756758,8.536585365853659,13.684210526315791,16.304347826086957
RUS,7,234.0251798561151,330.0,77.14028776978417,14.388489208633093,10912.870503597122,7.0,18.12040053082399,278.42857142857144,152.85714285714286,152.85714285714286,1.9311428571428577,0.36245450101512533,-15.0,-15.0,1.0125984251968503,1.0026410843981823,1.0026657117848332,323.95,224.33333333333334,249.35714285714286,189.53846153846155,262.1363636363636,223.42424242424244,186.74193548387098,267.08,192.83870967741936,15.384615384615385,14.423076923076922,13.684210526315791
SAI,7,235.65277777777777,329.0,77.57291666666667,17.708333333333336,10832.041666666666,8.0,19.729946524064196,267.375,151.25,151.25,1.8447500000000023,0.6425946914657769,-15.0,-15.0,1.4997233453926366,1.395929622868684,,324.7916666666667,240.3030303030303,244.22222222222223,187.625,255.34615384615384,226.60714285714286,194.69444444444446,259.5,186.84848484848484,15.384615384615385,21.052631578947366,16.831683168316832
STR,7,234.98936170212767,328.0,76.75886524822695,17.73049645390071,10903.812056737588,7.0,20.613982651204203,279.42857142857144,147.71428571428572,147.71428571428572,2.2168571428571444,0.5332507929326161,-15.0,-15.0,1.4223451798254947,1.2791004777255603,,323.7826086956522,229.78571428571428,250.25,189.03030303030303,254.52,227.43333333333334,200.27272727272728,261.9259259259259,182.8235294117647,16.867469879518072,19.587628865979383,16.831683168316832
VER,7,233.96453900709218,331.0,77.19148936170212,15.602836879432624,10771.060283687943,8.0,19.6144106968207,264.625,153.625,153.625,1.83,0.6635514298078146,-14.861111111110999,-15.0,1.0150670355394764,,,323.42105263157896,235.5185185185185,254.42307692307693,195.72972972972974,259.6,220.9,193.10256410256412,264.0,194.69444444444446,13.750000000000002,16.3265306122449,16.50485436893204
ALB,8,169.50943396226415,292.0,57.0188679245283,26.79245283018868,9939.222641509434,13.0,29.699034639409426,187.23076923076923,104.0,104.0,1.6092307692307695,0.6101003894500489,-14.1871438746439,-15.0,1.6562465602641716,,,227.1764705882353,202.27272727272728,148.96428571428572,97.65957446808511,249.16666666666666,163.4516129032258,206.95833333333334,186.66666666666666,116.2258064516129,30.263157894736842,25.233644859813083,25.925925925925924
